sku,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,configurable_variations,price,status,url_key
1140659610,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL B2 PAGES 0.7mm ROUGE ""PILOT"" REF: BL-B2P-7-R-BG ""PILOT"" REF:BL-B2P-7-R-BG","STYLO ROLLER RETRACTABLE A ENCRE GEL B2 PAGES 0.7mm ROUGE ""PILOT"" REF: BL-B2P-7-R-BG ""PILOT"" REF:BL-B2P-7-R-BG","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",100,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-B2P-7-R-BG,color=Rouge",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-b2-pages-07mm-3
1140659609,Products,simple,Default Category,base,"STYLO ROLLER RETRACTABLE A ENCRE GEL B2 PAGES 0.7mm VERT ""PILOT"" REF: BL-B2P-7-G-BG ""PILOT"" REF:BL-B2P-7-G-BG","STYLO ROLLER RETRACTABLE A ENCRE GEL B2 PAGES 0.7mm VERT ""PILOT"" REF: BL-B2P-7-G-BG ""PILOT"" REF:BL-B2P-7-G-BG","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",96,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BL-B2P-7-G-BG,color=Vert",100,0,,2.50,1,stylo-roller-retractable-a-encre-gel-b2-pages-07mm-4
1140659629,Products,simple,Default Category,base,"STYLO ROLLER A ENCRE LIQUIDE V5 HI-TECPOINT 0.5mm BLEU ""PILOT"" REF: BX-V5-L ""PILOT"" REF:BX-V5-L","STYLO ROLLER A ENCRE LIQUIDE V5 HI-TECPOINT 0.5mm BLEU ""PILOT"" REF: BX-V5-L ""PILOT"" REF:BX-V5-L","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",98,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BX-V5-L,color=Bleu,diameter=0.5mm",100,0,,3.50,1,stylo-roller-a-encre-liquide-v5-hi-tecpoint-05mm-b
1140659607,Products,simple,Default Category,base,"STYLO ROLLER A ENCRE LIQUIDE V5 HI-TECPOINT 0.5mm NOIR ""PILOT"" REF: BX-V5-B ""PILOT"" REF:BX-V5-B","STYLO ROLLER A ENCRE LIQUIDE V5 HI-TECPOINT 0.5mm NOIR ""PILOT"" REF: BX-V5-B ""PILOT"" REF:BX-V5-B","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",99,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BX-V5-B,color=Noir,diameter=0.5mm",100,0,,3.50,1,stylo-roller-a-encre-liquide-v5-hi-tecpoint-05mm-n
1140659669,Products,simple,Default Category,base,"STYLO ROLLER A ENCRE LIQUIDE V7 HI-TECPOINT 0.7mm BLEU ""PILOT"" REF: BX-V7-L ""PILOT"" REF:BX-V7-L","STYLO ROLLER A ENCRE LIQUIDE V7 HI-TECPOINT 0.7mm BLEU ""PILOT"" REF: BX-V7-L ""PILOT"" REF:BX-V7-L","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",197,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BX-V7-L,color=Bleu,diameter=0.7mm",100,0,,3.50,1,stylo-roller-a-encre-liquide-v7-hi-tecpoint-07mm-b
1140659702,Products,simple,Default Category,base,"STYLO ROLLER A ENCRE LIQUIDE V7 HI-TECPOINT 0.7mm NOIR ""PILOT"" REF: BX-V7-B ""PILOT"" REF:BX-V7-B","STYLO ROLLER A ENCRE LIQUIDE V7 HI-TECPOINT 0.7mm NOIR ""PILOT"" REF: BX-V7-B ""PILOT"" REF:BX-V7-B","Cahier idéal pour apprendre à écrire avec une réglure tricolore spéciale : double ligne 3 mm avec interligne verticale. Sa couverture en polypro transparente est indéchirable et imperméable, parfait pour une utilisation durable.",15,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BX-V7-B,color=Noir,diameter=0.7mm",100,0,,3.50,1,stylo-roller-a-encre-liquide-v7-hi-tecpoint-07mm-n
1140659705,Products,simple,Default Category,base,"STYLO A BILLE ACROBALL BEGREEN 01mm BLEU ""PILOT"" REF: BAB-15M-L-BG ""PILOT"" REF:BAB-15M-L-BG","STYLO A BILLE ACROBALL BEGREEN 01mm BLEU ""PILOT"" REF: BAB-15M-L-BG ""PILOT"" REF:BAB-15M-L-BG","Cahier idéal pour apprendre à écrire avec une réglure tricolore spéciale : double ligne 3 mm avec interligne verticale. Sa couverture en polypro transparente est indéchirable et imperméable, parfait pour une utilisation durable.",199,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BAB-15M-L-BG",100,0,,5.99,1,stylo-a-bille-acroball-begreen-01mm-bleu-pilot-ref
1140659704,Products,simple,Default Category,base,"STYLO A BILLE SUPER GRIP-G 01mm ""PILOT"" ""PILOT"" REF:","STYLO A BILLE SUPER GRIP-G 01mm ""PILOT"" ""PILOT"" REF:","Cahier d'apprentissage de l'écriture en polypropylène, papier 90g Seyès à interlignes 2,5 mm, couleur bleu pour un confort optimal et une durabilité exceptionnelle peut servir aussi au déficience visuelle.",197,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=",100,0,,5.99,1,stylo-a-bille-super-grip-g-01mm-pilot-pilot-ref
1140671671,Products,configurable,Default Category,base,"STYLO A BILLE SUPER GRIP-G 01mm BLEU ""PILOT"" REF: BPS-GG-M-L ""PILOT"" REF:BPS-GG-M-L","STYLO A BILLE SUPER GRIP-G 01mm BLEU ""PILOT"" REF: BPS-GG-M-L ""PILOT"" REF:BPS-GG-M-L","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",200,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BPS-GG-M-L,color=Bleu",100,0,"sku=1140659894,color=BLEU|sku=1140659891,color=GRIS|sku=1140659889,color=TRANSPARENT|sku=1140659892,color=JAUNE|sku=1140659833,color=MARRON|sku=1140659834,color=NOIR|sku=1140659890,color=ORANGE|sku=1140659895,color=ROSE|sku=1140659893,color=ROUGE|sku=1140659703,color=VERT|sku=1140659701,color=VIOLET",5.99,1,stylo-a-bille-super-grip-g-01mm-bleu-pilot-ref-bps
1140659894,Products,simple,Default Category,base,"STYLO A BILLE SUPER GRIP-G 01mm NOIR ""PILOT"" REF: BPS-GG-M-B ""PILOT"" REF:BPS-GG-M-B","STYLO A BILLE SUPER GRIP-G 01mm NOIR ""PILOT"" REF: BPS-GG-M-B ""PILOT"" REF:BPS-GG-M-B","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",201,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BPS-GG-M-B,color=Noir",100,0,,5.99,1,stylo-a-bille-super-grip-g-01mm-noir-pilot-ref-bps
1140659891,Products,simple,Default Category,base,"STYLO A BILLE SUPER GRIP-G 01mm ROUGE ""PILOT"" REF: BPS-GG-M-R ""PILOT"" REF:BPS-GG-M-R","STYLO A BILLE SUPER GRIP-G 01mm ROUGE ""PILOT"" REF: BPS-GG-M-R ""PILOT"" REF:BPS-GG-M-R","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",200,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BPS-GG-M-R,color=Rouge",100,0,,5.99,1,stylo-a-bille-super-grip-g-01mm-rouge-pilot-ref-bp
1140659889,Products,simple,Default Category,base,"STYLO A BILLE SUPER GRIP-G 01mm VERT ""PILOT"" REF: BPS-GG-M-G ""PILOT"" REF:BPS-GG-M-G","STYLO A BILLE SUPER GRIP-G 01mm VERT ""PILOT"" REF: BPS-GG-M-G ""PILOT"" REF:BPS-GG-M-G","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",199,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BPS-GG-M-G,color=Vert",100,0,,5.99,1,stylo-a-bille-super-grip-g-01mm-vert-pilot-ref-bps
1140659892,Products,simple,Default Category,base,"STYLO A BILLE RETRACTABLE SUPER GRIP-G 01mm ""PILOT"" ""PILOT"" REF:","STYLO A BILLE RETRACTABLE SUPER GRIP-G 01mm ""PILOT"" ""PILOT"" REF:","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",161,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=",100,0,,5.99,1,stylo-a-bille-retractable-super-grip-g-01mm-pilot-
1140659833,Products,simple,Default Category,base,"STYLO A BILLE RETRACTABLE SUPER GRIP-G 01mm BLEU ""PILOT"" REF: BPGG-8R-M-LL ""PILOT"" REF:BPGG-8R-M-LL","STYLO A BILLE RETRACTABLE SUPER GRIP-G 01mm BLEU ""PILOT"" REF: BPGG-8R-M-LL ""PILOT"" REF:BPGG-8R-M-LL","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",15,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BPGG-8R-M-LL,color=Bleu",100,0,,5.99,1,stylo-a-bille-retractable-super-grip-g-01mm-bleu-p
1140659834,Products,simple,Default Category,base,"STYLO A BILLE RETRACTABLE SUPER GRIP-G 01mm ROUGE ""PILOT"" REF: BPGG-8R-M-RR ""PILOT"" REF:BPGG-8R-M-RR","STYLO A BILLE RETRACTABLE SUPER GRIP-G 01mm ROUGE ""PILOT"" REF: BPGG-8R-M-RR ""PILOT"" REF:BPGG-8R-M-RR","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",162,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BPGG-8R-M-RR,color=Rouge",100,0,,5.99,1,stylo-a-bille-retractable-super-grip-g-01mm-rouge-
1140659890,Products,simple,Default Category,base,"STYLO A BILLE RETRACTABLE SUPER GRIP-G 01mm NOIR ""PILOT"" REF: BPGG-8R-M-BB ""PILOT"" REF:BPGG-8R-M-BB","STYLO A BILLE RETRACTABLE SUPER GRIP-G 01mm NOIR ""PILOT"" REF: BPGG-8R-M-BB ""PILOT"" REF:BPGG-8R-M-BB","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",164,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BPGG-8R-M-BB,color=Noir",100,0,,5.99,1,stylo-a-bille-retractable-super-grip-g-01mm-noir-p
1140659895,Products,simple,Default Category,base,"STYLO A BILLE RETRACTABLE SUPER GRIP-G 01mm VERT ""PILOT"" REF: BPGG-8R-M-GG ""PILOT"" REF:BPGG-8R-M-GG","STYLO A BILLE RETRACTABLE SUPER GRIP-G 01mm VERT ""PILOT"" REF: BPGG-8R-M-GG ""PILOT"" REF:BPGG-8R-M-GG","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",164,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BPGG-8R-M-GG,color=Vert",100,0,,5.99,1,stylo-a-bille-retractable-super-grip-g-01mm-vert-p
1140659893,Products,simple,Default Category,base,"STYLO A BILLE POINTE EXTRA LARGE BPS-G PAGES ""PILOT"" ""PILOT"" REF:","STYLO A BILLE POINTE EXTRA LARGE BPS-G PAGES ""PILOT"" ""PILOT"" REF:","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",165,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=",100,0,,5.99,1,stylo-a-bille-pointe-extra-large-bps-g-pages-pilot
1140659703,Products,simple,Default Category,base,"STYLO A BILLE POINTE EXTRA LARGE BPS-G PAGES NOIR ""PILOT"" REF: BPS-GP-XB-B ""PILOT"" REF:BPS-GP-XB-B","STYLO A BILLE POINTE EXTRA LARGE BPS-G PAGES NOIR ""PILOT"" REF: BPS-GP-XB-B ""PILOT"" REF:BPS-GP-XB-B","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",160,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BPS-GP-XB-B,color=Noir",100,0,,5.99,1,stylo-a-bille-pointe-extra-large-bps-g-pages-noir-
1140659701,Products,simple,Default Category,base,"STYLO A BILLE POINTE EXTRA LARGE BPS-G PAGES BLEU ""PILOT"" REF: BPS-GP-XB-L ""PILOT"" REF:BPS-GP-XB-L","STYLO A BILLE POINTE EXTRA LARGE BPS-G PAGES BLEU ""PILOT"" REF: BPS-GP-XB-L ""PILOT"" REF:BPS-GP-XB-L","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",162,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BPS-GP-XB-L,color=Bleu",100,0,,5.99,1,stylo-a-bille-pointe-extra-large-bps-g-pages-bleu-
1140659801,Products,simple,Default Category,base,"MARQUEUR PERMANENT 400 TETE BISEAUTEE POCHETTE DE 04 COULEURS ""PILOT"" REF: SCA-400-SET4 ""PILOT"" REF:SCA-400-SET4","MARQUEUR PERMANENT 400 TETE BISEAUTEE POCHETTE DE 04 COULEURS ""PILOT"" REF: SCA-400-SET4 ""PILOT"" REF:SCA-400-SET4","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",163,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SCA-400-SET4",100,0,,5.99,1,marqueur-permanent-400-tete-biseautee-pochette-de-
1140671672,Products,configurable,Default Category,base,"MARQUEUR PERMANENT 400 TETE BISEAUTEE ""PILOT"" ""PILOT"" REF:","MARQUEUR PERMANENT 400 TETE BISEAUTEE ""PILOT"" ""PILOT"" REF:","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",164,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=",100,0,"sku=1140659872,color=BLEU|sku=1140659869,color=TRANSPARENT|sku=1140659870,color=ORANGE|sku=1140659871,color=ROUGE|sku=1140659690,color=VERT|sku=1140659689,color=VIOLET",5.99,1,marqueur-permanent-400-tete-biseautee-pilot-pilot-
1140659872,Products,simple,Default Category,base,"MARQUEUR PERMANENT 400 TETE BISEAUTEE NOIR ""PILOT"" REF: SCA-400-B ""PILOT"" REF:SCA-400-B","MARQUEUR PERMANENT 400 TETE BISEAUTEE NOIR ""PILOT"" REF: SCA-400-B ""PILOT"" REF:SCA-400-B","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",164,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SCA-400-B,color=Noir",100,0,,5.99,1,marqueur-permanent-400-tete-biseautee-noir-pilot-r
1140659869,Products,simple,Default Category,base,"MARQUEUR PERMANENT 400 TETE BISEAUTEE BLEU ""PILOT"" REF: SCA-400-L ""PILOT"" REF:SCA-400-L","MARQUEUR PERMANENT 400 TETE BISEAUTEE BLEU ""PILOT"" REF: SCA-400-L ""PILOT"" REF:SCA-400-L","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",163,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SCA-400-L,color=Bleu",100,0,,5.99,1,marqueur-permanent-400-tete-biseautee-bleu-pilot-r
1140659870,Products,simple,Default Category,base,"MARQUEUR PERMANENT 400 TETE BISEAUTEE ROUGE ""PILOT"" REF: SCA-400-R ""PILOT"" REF:SCA-400-R","MARQUEUR PERMANENT 400 TETE BISEAUTEE ROUGE ""PILOT"" REF: SCA-400-R ""PILOT"" REF:SCA-400-R","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",175,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SCA-400-R,color=Rouge",100,0,,5.99,1,marqueur-permanent-400-tete-biseautee-rouge-pilot-
1140659871,Products,simple,Default Category,base,"MARQUEUR PERMANENT 400 TETE BISEAUTEE VERT ""PILOT"" REF: SCA-400-G ""PILOT"" REF:SCA-400-G","MARQUEUR PERMANENT 400 TETE BISEAUTEE VERT ""PILOT"" REF: SCA-400-G ""PILOT"" REF:SCA-400-G","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",50,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=SCA-400-G,color=Vert",100,0,,5.99,1,marqueur-permanent-400-tete-biseautee-vert-pilot-r
1140659690,Products,simple,Default Category,base,"PORTE MINES SUPER GRI PAGES NEON 0.5mm ""PILOT"" ""PILOT"" REF:","PORTE MINES SUPER GRI PAGES NEON 0.5mm ""PILOT"" ""PILOT"" REF:","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",175,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=",100,0,,5.99,1,porte-mines-super-gri-pages-neon-05mm-pilot-pilot-
1140659689,Products,simple,Default Category,base,"PORTE MINES SUPER GRI PAGES NEON 0.5mm BLEU CIEL ""PILOT"" REF: H-185N-L ""PILOT"" REF:H-185N-L","PORTE MINES SUPER GRI PAGES NEON 0.5mm BLEU CIEL ""PILOT"" REF: H-185N-L ""PILOT"" REF:H-185N-L","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",178,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=H-185N-L,color=Bleu Ciel",100,0,,5.99,1,porte-mines-super-gri-pages-neon-05mm-bleu-ciel-pi
1140659800,Products,simple,Default Category,base,"PORTE MINES SUPER GRI PAGES NEON 0.5mm ROSE ""PILOT"" REF: H-185N-R ""PILOT"" REF:H-185N-R","PORTE MINES SUPER GRI PAGES NEON 0.5mm ROSE ""PILOT"" REF: H-185N-R ""PILOT"" REF:H-185N-R","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",179,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=H-185N-R,color=Rose",100,0,,5.99,1,porte-mines-super-gri-pages-neon-05mm-rose-pilot-r
1140671673,Products,configurable,Default Category,base,"PORTE MINES SUPER GRI PAGES NEON 0.5mm VERT CLAIRE ""PILOT"" REF: H-185N-G ""PILOT"" REF:H-185N-G","PORTE MINES SUPER GRI PAGES NEON 0.5mm VERT CLAIRE ""PILOT"" REF: H-185N-G ""PILOT"" REF:H-185N-G","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",176,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=H-185N-G,color=Vert ClairE",100,0,"sku=1140659816,color=BLEU|sku=1140659813,color=GRIS|sku=1140659807,color=TRANSPARENT|sku=1140659814,color=JAUNE|sku=1140659837,color=MARRON|sku=1140659838,color=NOIR|sku=1140659812,color=ORANGE|sku=1140659815,color=ROUGE|sku=1140659700,color=VERT|sku=1140659699,color=VIOLET",5.99,1,porte-mines-super-gri-pages-neon-05mm-vert-claire-
1140659816,Products,simple,Default Category,base,"PORTE MINES SUPER GRI PAGES NEON 0.5mm VIOLET ""PILOT"" REF: H-185N-V ""PILOT"" REF:H-185N-V","PORTE MINES SUPER GRI PAGES NEON 0.5mm VIOLET ""PILOT"" REF: H-185N-V ""PILOT"" REF:H-185N-V","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",177,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=H-185N-V,color=Violet",100,0,,5.99,1,porte-mines-super-gri-pages-neon-05mm-violet-pilot
1140659813,Products,simple,Default Category,base,"PORTE MINES SUPER GRI PAGES NEON 0.5mm ORANGE ""PILOT"" REF: H-185N-O ""PILOT"" REF:H-185N-O","PORTE MINES SUPER GRI PAGES NEON 0.5mm ORANGE ""PILOT"" REF: H-185N-O ""PILOT"" REF:H-185N-O","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",179,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=H-185N-O,color=Orange",100,0,,5.99,1,porte-mines-super-gri-pages-neon-05mm-orange-pilot
1140659807,Products,simple,Default Category,base,"RECHARGE STYLO ROLLER FRIXION ETUI DE 03 PIECES ""PILOT"" ""PILOT"" REF:","RECHARGE STYLO ROLLER FRIXION ETUI DE 03 PIECES ""PILOT"" ""PILOT"" REF:","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",180,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=",100,0,,5.99,1,recharge-stylo-roller-frixion-etui-de-03-pieces-pi
1140659814,Products,simple,Default Category,base,"RECHARGE STYLO ROLLER FRIXION ETUI DE 03 PIECES NOIR ""PILOT"" REF: BLS-FR7-B-S3 ""PILOT"" REF:BLS-FR7-B-S3","RECHARGE STYLO ROLLER FRIXION ETUI DE 03 PIECES NOIR ""PILOT"" REF: BLS-FR7-B-S3 ""PILOT"" REF:BLS-FR7-B-S3","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",175,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BLS-FR7-B-S3,color=Noir",100,0,,5.99,1,recharge-stylo-roller-frixion-etui-de-03-pieces-no
1140659837,Products,simple,Default Category,base,"RECHARGE STYLO ROLLER FRIXION ETUI DE 03 PIECES BLEU ""PILOT"" REF: BLS-FR7-L-S3 ""PILOT"" REF:BLS-FR7-L-S3","RECHARGE STYLO ROLLER FRIXION ETUI DE 03 PIECES BLEU ""PILOT"" REF: BLS-FR7-L-S3 ""PILOT"" REF:BLS-FR7-L-S3","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",177,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BLS-FR7-L-S3,color=Bleu",100,0,,5.99,1,recharge-stylo-roller-frixion-etui-de-03-pieces-bl
1140659838,Products,simple,Default Category,base,"RECHARGE STYLO ROLLER FRIXION ETUI DE 03 PIECES ROUGE ""PILOT"" REF: BLS-FR7-R-S3 ""PILOT"" REF:BLS-FR7-R-S3","RECHARGE STYLO ROLLER FRIXION ETUI DE 03 PIECES ROUGE ""PILOT"" REF: BLS-FR7-R-S3 ""PILOT"" REF:BLS-FR7-R-S3","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",178,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BLS-FR7-R-S3,color=Rouge",100,0,,5.99,1,recharge-stylo-roller-frixion-etui-de-03-pieces-ro
1140659812,Products,simple,Default Category,base,"RECHARGE STYLO ROLLER FRIXION ETUI DE 03 PIECES VERT ""PILOT"" REF: BLS-FR7-G-S3 ""PILOT"" REF:BLS-FR7-G-S3","RECHARGE STYLO ROLLER FRIXION ETUI DE 03 PIECES VERT ""PILOT"" REF: BLS-FR7-G-S3 ""PILOT"" REF:BLS-FR7-G-S3","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",180,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BLS-FR7-G-S3,color=Vert",100,0,,5.99,1,recharge-stylo-roller-frixion-etui-de-03-pieces-ve
1140659815,Products,simple,Default Category,base,"GOMME BLANCHE ""PILOT"" REF: EE-C10-20DPK ""PILOT"" REF:EE-C10-20DPK","GOMME BLANCHE ""PILOT"" REF: EE-C10-20DPK ""PILOT"" REF:EE-C10-20DPK","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",356,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=EE-C10-20DPK",100,0,,5.99,1,gomme-blanche-pilot-ref-ee-c10-20dpk-pilot-refee-c
1140659700,Products,simple,Default Category,base,"STYLO A BILLE ACROBALL BEGREEN 1.0mm ""PILOT"" ""PILOT""","STYLO A BILLE ACROBALL BEGREEN 1.0mm ""PILOT"" ""PILOT""","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",15,1,Taxable Goods,"Catalog, Search",France,mgs_brand=Pilot,100,0,,5.99,1,stylo-a-bille-acroball-begreen-10mm-pilot-pilot
1140659699,Products,simple,Default Category,base,"STYLO A BILLE ACROBALL BEGREEN NOIR 1.0mm ""PILOT"" REF: BAB-15M-B-BG ""PILOT"" REF:BAB-15M-B-BG","STYLO A BILLE ACROBALL BEGREEN NOIR 1.0mm ""PILOT"" REF: BAB-15M-B-BG ""PILOT"" REF:BAB-15M-B-BG","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",361,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BAB-15M-B-BG,color=Noir",100,0,,5.99,1,stylo-a-bille-acroball-begreen-noir-10mm-pilot-ref
1140659804,Products,simple,Default Category,base,"STYLO A BILLE ACROBALL BEGREEN ROUGE 1.0mm ""PILOT"" REF: BAB-15M-R-BG ""PILOT"" REF:BAB-15M-R-BG","STYLO A BILLE ACROBALL BEGREEN ROUGE 1.0mm ""PILOT"" REF: BAB-15M-R-BG ""PILOT"" REF:BAB-15M-R-BG","Ce cahier, disponible en plusieurs couleurs et formats, se distingue par sa couverture robuste en carte et polypropylène, garantissant une durabilité optimale.",365,1,Taxable Goods,"Catalog, Search",France,"mgs_brand=Pilot,techno_ref=BAB-15M-R-BG,color=Rouge",100,0,,5.99,1,stylo-a-bille-acroball-begreen-rouge-10mm-pilot-re
